(230, 231, 229, 230),black
(229, 230, 228, 229),black
(228, 229, 227, 227),black
(227, 227, 226, 226),black
(226, 226, 224, 224),black
(224, 224, 223, 222),black
(223, 222, 223, 221),black
(223, 221, 221, 220),black
(221, 220, 221, 218),black
(221, 218, 219, 216),black
(219, 216, 219, 214),black
(219, 214, 218, 212),black
(218, 212, 217, 212),black
(217, 212, 217, 211),black
(217, 211, 216, 210),black
(216, 210, 216, 209),black
(216, 209, 215, 208),black
(215, 208, 214, 207),black
(214, 207, 214, 206),black
(214, 206, 213, 205),black
(213, 205, 212, 204),black
(212, 204, 211, 203),black
(211, 203, 210, 202),black
(210, 202, 210, 200),black
(210, 200, 209, 199),black
(209, 199, 208, 198),black
(208, 198, 208, 197),black
(208, 197, 207, 195),black
(207, 195, 206, 194),black
(206, 194, 206, 192),black
(206, 192, 204, 191),black
(204, 191, 204, 190),black
(204, 190, 203, 188),black
(203, 188, 203, 187),black
(203, 187, 202, 186),black
(202, 186, 201, 183),black
(201, 183, 200, 182),black
(200, 182, 200, 180),black
(200, 180, 199, 179),black
(199, 179, 199, 178),black
(199, 178, 198, 177),black
(198, 177, 198, 176),black
(228, 159, 229, 159),black
(229, 159, 229, 160),black
(229, 160, 230, 162),black
(230, 162, 230, 164),black
(230, 164, 230, 166),black
(230, 166, 230, 169),black
(230, 169, 230, 173),black
(230, 173, 230, 177),black
(230, 177, 230, 181),black
(230, 181, 229, 182),black
(229, 182, 229, 188),black
(229, 188, 228, 192),black
(228, 192, 227, 196),black
(227, 196, 226, 201),black
(226, 201, 225, 206),black
(225, 206, 224, 211),black
(224, 211, 224, 212),black
(224, 212, 223, 215),black
(223, 215, 223, 218),black
(223, 218, 223, 219),black
(223, 219, 223, 220),black
(268, 151, 268, 152),black
(268, 152, 268, 153),black
(268, 153, 268, 154),black
(268, 154, 268, 156),black
(268, 156, 268, 157),black
(268, 157, 268, 159),black
(268, 159, 268, 161),black
(268, 161, 268, 163),black
(268, 163, 268, 167),black
(268, 167, 268, 169),black
(268, 169, 267, 173),black
(267, 173, 266, 177),black
(266, 177, 264, 182),black
(264, 182, 263, 186),black
(263, 186, 262, 190),black
(262, 190, 262, 196),black
(262, 196, 262, 198),black
(262, 198, 261, 202),black
(261, 202, 260, 205),black
(260, 205, 259, 209),black
(259, 209, 258, 212),black
(258, 212, 258, 217),black
(258, 217, 257, 219),black
(257, 219, 257, 220),black
(257, 220, 256, 223),black
(256, 223, 255, 225),black
(255, 225, 255, 227),black
(255, 227, 255, 228),black
(255, 228, 255, 229),black
(255, 229, 255, 230),black
(255, 230, 254, 230),black
(254, 230, 254, 231),black
(254, 231, 254, 232),black
(304, 165, 305, 165),black
(305, 165, 305, 166),black
(305, 166, 305, 168),black
(305, 168, 305, 169),black
(305, 169, 305, 171),black
(305, 171, 305, 173),black
(305, 173, 305, 175),black
(305, 175, 305, 178),black
(305, 178, 304, 181),black
(304, 181, 304, 184),black
(304, 184, 303, 187),black
(303, 187, 303, 191),black
(303, 191, 303, 195),black
(303, 195, 302, 199),black
(302, 199, 302, 205),black
(302, 205, 301, 209),black
(301, 209, 300, 214),black
(300, 214, 300, 217),black
(300, 217, 299, 220),black
(299, 220, 299, 222),black
(299, 222, 298, 225),black
(298, 225, 298, 227),black
(298, 227, 298, 229),black
(298, 229, 298, 232),black
(298, 232, 298, 234),black
(298, 234, 298, 236),black
(298, 236, 297, 238),black
(297, 238, 297, 240),black
(297, 240, 297, 241),black
(297, 241, 297, 242),black
(297, 242, 297, 244),black
(297, 244, 296, 244),black
(296, 244, 296, 245),black
(296, 245, 296, 246),black
(296, 246, 296, 247),black
(231, 153, 231, 154),black
(231, 154, 231, 155),black
(231, 155, 231, 157),black
(231, 157, 231, 159),black
(231, 159, 231, 163),black
(231, 163, 231, 167),black
(231, 167, 231, 169),black
(231, 169, 230, 176),black
(230, 176, 229, 182),black
(229, 182, 228, 189),black
(228, 189, 227, 197),black
(227, 197, 226, 203),black
(226, 203, 225, 208),black
(225, 208, 225, 213),black
(225, 213, 225, 217),black
(225, 217, 225, 219),black
(225, 219, 224, 220),black
(224, 220, 224, 221),black
(224, 221, 224, 222),black
(224, 222, 224, 220),black
(224, 220, 224, 218),black
(224, 218, 225, 214),black
(225, 214, 227, 210),black
(227, 210, 230, 201),black
(230, 201, 232, 196),black
(232, 196, 235, 186),black
(235, 186, 237, 182),black
(237, 182, 239, 175),black
(239, 175, 242, 169),black
(242, 169, 243, 166),black
(243, 166, 244, 164),black
(244, 164, 245, 161),black
(245, 161, 246, 158),black
(246, 158, 246, 156),black
(246, 156, 247, 154),black
(247, 154, 247, 152),black
(247, 152, 248, 150),black
(248, 150, 248, 149),black
(248, 149, 248, 148),black
(248, 148, 248, 149),black
(248, 149, 248, 151),black
(248, 151, 248, 154),black
(248, 154, 247, 157),black
(247, 157, 246, 160),black
(246, 160, 244, 165),black
(244, 165, 242, 170),black
(242, 170, 240, 175),black
(240, 175, 238, 179),black
(238, 179, 237, 184),black
(237, 184, 234, 189),black
(234, 189, 232, 194),black
(232, 194, 230, 199),black
(230, 199, 227, 206),black
(227, 206, 225, 211),black
(225, 211, 224, 214),black
(224, 214, 224, 216),black
(224, 216, 222, 218),black
(222, 218, 222, 219),black
(222, 219, 222, 216),black
(222, 216, 222, 214),black
(222, 214, 222, 207),black
(222, 207, 223, 203),black
(223, 203, 224, 196),black
(224, 196, 225, 188),black
(225, 188, 227, 181),black
(227, 181, 229, 174),black
(229, 174, 231, 162),black
(231, 162, 232, 159),black
(232, 159, 233, 152),black
(233, 152, 234, 150),black
(234, 150, 234, 147),black
(234, 147, 235, 145),black
(235, 145, 236, 144),black
(236, 144, 236, 143),black
(236, 143, 236, 142),black
(236, 142, 236, 143),black
(236, 143, 236, 147),black
(236, 147, 236, 151),black
(236, 151, 236, 156),black
(236, 156, 236, 161),black
(236, 161, 236, 165),black
(236, 165, 236, 168),black
(236, 168, 236, 171),black
(236, 171, 236, 172),black
(236, 172, 235, 174),black
(235, 174, 235, 177),black
(235, 177, 235, 179),black
(235, 179, 234, 180),black
(234, 180, 234, 181),black
(234, 181, 234, 183),black
(234, 183, 233, 184),black
(233, 184, 233, 185),black
(233, 185, 233, 186),black
(233, 186, 232, 187),black
(232, 187, 232, 189),black
(232, 189, 232, 190),black
(232, 190, 231, 191),black
(276, 151, 276, 153),black
(276, 153, 276, 155),black
(276, 155, 276, 158),black
(276, 158, 275, 161),black
(275, 161, 275, 164),black
(275, 164, 274, 167),black
(274, 167, 273, 173),black
(273, 173, 270, 183),black
(270, 183, 269, 187),black
(269, 187, 266, 197),black
(266, 197, 262, 208),black
(262, 208, 261, 212),black
(261, 212, 260, 217),black
(260, 217, 258, 226),black
(258, 226, 257, 230),black
(257, 230, 257, 233),black
(257, 233, 257, 236),black
(257, 236, 257, 238),black
(257, 238, 257, 239),black
(257, 239, 256, 240),black
(256, 240, 256, 238),black
(256, 238, 256, 235),black
(256, 235, 257, 231),black
(257, 231, 259, 223),black
(259, 223, 261, 218),black
(261, 218, 264, 206),black
(264, 206, 266, 200),black
(266, 200, 268, 188),black
(268, 188, 273, 175),black
(273, 175, 274, 171),black
(274, 171, 276, 164),black
(276, 164, 277, 158),black
(277, 158, 278, 155),black
(278, 155, 279, 152),black
(279, 152, 280, 150),black
(280, 150, 280, 148),black
(280, 148, 280, 150),black
(280, 150, 280, 153),black
(280, 153, 280, 160),black
(280, 160, 278, 167),black
(278, 167, 276, 174),black
(276, 174, 274, 181),black
(274, 181, 270, 189),black
(270, 189, 269, 194),black
(269, 194, 267, 202),black
(267, 202, 265, 209),black
(265, 209, 263, 213),black
(263, 213, 262, 216),black
(262, 216, 261, 219),black
(261, 219, 260, 221),black
(260, 221, 260, 223),black
(260, 223, 260, 224),black
(260, 224, 260, 225),black
(260, 225, 260, 224),black
(260, 224, 260, 222),black
(260, 222, 260, 218),black
(260, 218, 260, 216),black
(260, 216, 261, 209),black
(300, 161, 301, 161),black
(301, 161, 302, 163),black
(302, 163, 302, 164),black
(302, 164, 302, 166),black
(302, 166, 302, 167),black
(302, 167, 303, 170),black
(303, 170, 304, 174),black
(304, 174, 304, 178),black
(304, 178, 305, 182),black
(305, 182, 305, 185),black
(305, 185, 305, 191),black
(305, 191, 305, 199),black
(305, 199, 305, 206),black
(305, 206, 305, 214),black
(305, 214, 305, 222),black
(305, 222, 305, 227),black
(305, 227, 305, 232),black
(305, 232, 305, 235),black
(305, 235, 305, 237),black
(305, 237, 305, 238),black
(305, 238, 305, 239),black
(305, 239, 305, 238),black
(305, 238, 306, 234),black
(306, 234, 307, 228),black
(307, 228, 308, 226),black
(308, 226, 310, 222),black
(310, 222, 312, 213),black
(312, 213, 315, 204),black
(315, 204, 316, 201),black
(316, 201, 318, 192),black
(318, 192, 321, 183),black
(321, 183, 324, 174),black
(324, 174, 326, 167),black
(326, 167, 327, 163),black
(327, 163, 329, 158),black
(329, 158, 330, 156),black
(330, 156, 331, 153),black
(331, 153, 331, 151),black
(331, 151, 332, 150),black
(332, 150, 332, 154),black
(332, 154, 332, 157),black
(332, 157, 332, 162),black
(332, 162, 331, 165),black
(331, 165, 330, 170),black
(330, 170, 328, 176),black
(328, 176, 326, 182),black
(326, 182, 325, 185),black
(325, 185, 323, 191),black
(323, 191, 321, 194),black
(321, 194, 319, 200),black
(319, 200, 316, 207),black
(316, 207, 314, 211),black
(314, 211, 313, 216),black
(313, 216, 312, 217),black
(312, 217, 310, 221),black
(310, 221, 309, 224),black
(309, 224, 308, 226),black
(308, 226, 306, 228),black
(306, 228, 306, 230),black
(306, 230, 306, 229),black
(306, 229, 306, 227),black
(306, 227, 306, 224),black
(306, 224, 306, 220),black
(306, 220, 306, 216),black
(306, 216, 306, 205),black
(306, 205, 306, 199),black
(306, 199, 306, 193),black
(306, 193, 306, 190),black
(306, 190, 307, 184),black
(307, 184, 307, 182),black
(307, 182, 308, 178),black
(308, 178, 308, 177),black
(308, 177, 309, 175),black
(309, 175, 309, 172),black
(309, 172, 310, 171),black
(310, 171, 310, 170),black
(310, 170, 310, 169),black
(310, 169, 310, 170),black
(310, 170, 310, 173),black
(310, 173, 310, 175),black
(310, 175, 309, 180),black
(309, 180, 306, 192),black
(306, 192, 302, 199),black
(302, 199, 299, 209),black
(299, 209, 296, 217),black
(296, 217, 295, 222),black
(295, 222, 293, 228),black
(293, 228, 291, 233),black
(291, 233, 290, 239),black
(290, 239, 290, 241),black
(290, 241, 289, 244),black
(289, 244, 288, 246),black
(288, 246, 288, 248),black
(288, 248, 288, 249),black
(288, 249, 287, 250),black
(287, 250, 286, 250),black
(286, 250, 286, 251),black
(250, 144, 249, 144),black
(249, 144, 248, 143),black
(248, 143, 248, 141),black
(248, 141, 247, 138),black
(247, 138, 246, 135),black
(246, 135, 245, 132),black
(245, 132, 245, 128),black
(245, 128, 244, 122),black
(244, 122, 244, 121),black
(244, 121, 243, 116),black
(243, 116, 243, 113),black
(243, 113, 243, 111),black
(243, 111, 243, 109),black
(243, 109, 243, 107),black
(243, 107, 243, 104),black
(243, 104, 246, 101),black
(246, 101, 247, 98),black
(247, 98, 249, 95),black
(249, 95, 252, 89),black
(252, 89, 256, 84),black
(256, 84, 258, 81),black
(258, 81, 261, 77),black
(261, 77, 264, 74),black
(264, 74, 267, 71),black
(267, 71, 269, 69),black
(269, 69, 270, 69),black
(270, 69, 271, 68),black
(271, 68, 272, 68),black
(272, 68, 273, 68),black
(273, 68, 274, 68),black
(274, 68, 275, 68),black
(275, 68, 275, 69),black
(275, 69, 276, 71),black
(276, 71, 276, 73),black
(276, 73, 277, 75),black
(277, 75, 278, 77),black
(278, 77, 278, 79),black
(278, 79, 278, 82),black
(278, 82, 278, 83),black
(278, 83, 279, 86),black
(279, 86, 279, 90),black
(279, 90, 279, 95),black
(279, 95, 279, 97),black
(279, 97, 279, 103),black
(279, 103, 279, 106),black
(279, 106, 278, 112),black
(278, 112, 276, 118),black
(276, 118, 275, 121),black
(275, 121, 273, 128),black
(273, 128, 271, 132),black
(271, 132, 269, 138),black
(269, 138, 267, 142),black
(267, 142, 267, 144),black
(267, 144, 266, 146),black
(266, 146, 265, 146),black
(265, 146, 265, 147),black
(265, 147, 264, 147),black
(264, 147, 264, 146),black
(264, 146, 264, 145),black
(264, 145, 264, 144),black
(264, 144, 265, 141),black
(265, 141, 266, 138),black
(266, 138, 269, 132),black
(269, 132, 271, 129),black
(271, 129, 275, 124),black
(275, 124, 278, 120),black
(278, 120, 284, 113),black
(284, 113, 289, 108),black
(289, 108, 292, 105),black
(292, 105, 297, 102),black
(297, 102, 300, 99),black
(300, 99, 306, 96),black
(306, 96, 312, 94),black
(312, 94, 317, 91),black
(317, 91, 320, 90),black
(320, 90, 324, 88),black
(324, 88, 329, 87),black
(329, 87, 332, 86),black
(332, 86, 336, 86),black
(336, 86, 338, 85),black
(338, 85, 341, 85),black
(341, 85, 343, 85),black
(343, 85, 345, 85),black
(345, 85, 346, 85),black
(346, 85, 347, 85),black
(347, 85, 348, 86),black
(348, 86, 348, 87),black
(348, 87, 349, 89),black
(349, 89, 350, 90),black
(350, 90, 350, 92),black
(350, 92, 351, 94),black
(351, 94, 351, 97),black
(351, 97, 352, 99),black
(352, 99, 352, 101),black
(352, 101, 352, 104),black
(352, 104, 352, 107),black
(352, 107, 349, 112),black
(349, 112, 349, 114),black
(349, 114, 346, 118),black
(346, 118, 343, 123),black
(343, 123, 338, 130),black
(338, 130, 334, 135),black
(334, 135, 329, 141),black
(329, 141, 326, 145),black
(326, 145, 320, 151),black
(320, 151, 315, 156),black
(315, 156, 310, 161),black
(310, 161, 305, 165),black
(305, 165, 303, 168),black
(303, 168, 298, 171),black
(298, 171, 295, 173),black
(295, 173, 290, 176),black
(290, 176, 286, 178),black
(286, 178, 285, 178),black
(285, 178, 283, 180),black
(283, 180, 281, 180),black
(281, 180, 280, 180),black
(280, 180, 279, 180),black
(279, 180, 279, 181),black
(332, 226, 333, 227),black
(333, 227, 334, 227),black
(334, 227, 335, 227),black
(335, 227, 336, 227),black
(336, 227, 338, 228),black
(338, 228, 340, 229),black
(340, 229, 342, 229),black
(342, 229, 345, 230),black
(345, 230, 348, 231),black
(348, 231, 353, 233),black
(353, 233, 357, 234),black
(357, 234, 363, 235),black
(363, 235, 367, 237),black
(367, 237, 369, 238),black
(369, 238, 372, 240),black
(372, 240, 374, 240),black
(374, 240, 376, 242),black
(376, 242, 378, 242),black
(378, 242, 377, 242),black
(377, 242, 376, 242),black
(376, 242, 375, 242),black
(375, 242, 374, 242),black
(374, 242, 373, 242),black
(373, 242, 371, 241),black
(371, 241, 370, 241),black
(370, 241, 369, 241),black
(369, 241, 367, 241),black
(367, 241, 364, 240),black
(364, 240, 362, 240),black
(362, 240, 359, 239),black
(359, 239, 354, 239),black
(354, 239, 351, 239),black
(351, 239, 349, 239),black
(349, 239, 345, 238),black
(345, 238, 342, 237),black
(342, 237, 340, 237),black
(340, 237, 338, 236),black
(338, 236, 336, 236),black
(336, 236, 335, 236),black
(335, 236, 335, 235),black
(335, 235, 334, 235),black
(334, 235, 333, 235),black
(333, 235, 332, 235),black
(332, 235, 332, 234),black
(332, 234, 331, 234),black
(202, 161, 202, 160),black
(202, 160, 202, 158),black
(202, 158, 202, 157),black
(202, 157, 202, 154),black
(202, 154, 202, 153),black
(202, 153, 201, 151),black
(201, 151, 201, 149),black
(201, 149, 199, 146),black
(199, 146, 198, 146),black
(198, 146, 196, 144),black
(196, 144, 196, 143),black
(196, 143, 194, 142),black
(194, 142, 193, 142),black
(193, 142, 192, 141),black
(192, 141, 191, 140),black
(191, 140, 190, 140),black
(190, 140, 188, 140),black
(188, 140, 186, 140),black
(186, 140, 184, 139),black
(184, 139, 181, 139),black
(181, 139, 179, 138),black
(179, 138, 176, 138),black
(176, 138, 174, 137),black
(174, 137, 171, 137),black
(171, 137, 168, 137),black
(168, 137, 165, 137),black
(165, 137, 161, 137),black
(161, 137, 158, 137),black
(158, 137, 155, 137),black
(155, 137, 152, 137),black
(152, 137, 149, 137),black
(149, 137, 147, 137),black
(147, 137, 143, 138),black
(143, 138, 141, 139),black
(141, 139, 139, 140),black
(139, 140, 136, 142),black
(136, 142, 134, 143),black
(134, 143, 132, 145),black
(132, 145, 130, 146),black
(130, 146, 127, 148),black
(127, 148, 125, 151),black
(125, 151, 124, 153),black
(124, 153, 122, 155),black
(122, 155, 121, 158),black
(121, 158, 118, 163),black
(118, 163, 117, 166),black
(117, 166, 117, 169),black
(117, 169, 116, 171),black
(116, 171, 115, 176),black
(115, 176, 115, 178),black
(115, 178, 115, 181),black
(115, 181, 115, 183),black
(115, 183, 115, 185),black
(115, 185, 115, 187),black
(115, 187, 115, 189),black
(115, 189, 117, 192),black
(117, 192, 117, 193),black
(117, 193, 118, 193),black
(118, 193, 119, 195),black
(119, 195, 120, 197),black
(120, 197, 121, 198),black
(121, 198, 124, 200),black
(124, 200, 125, 201),black
(125, 201, 126, 202),black
(126, 202, 129, 203),black
(129, 203, 131, 205),black
(131, 205, 133, 206),black
(133, 206, 135, 208),black
(135, 208, 137, 209),black
(137, 209, 140, 209),black
(140, 209, 142, 210),black
(142, 210, 145, 211),black
(145, 211, 148, 213),black
(148, 213, 152, 214),black
(152, 214, 153, 215),black
(153, 215, 156, 216),black
(156, 216, 158, 216),black
(158, 216, 161, 217),black
(161, 217, 163, 217),black
(163, 217, 166, 218),black
(166, 218, 169, 218),black
(169, 218, 172, 218),black
(172, 218, 173, 218),black
(173, 218, 175, 218),black
(175, 218, 177, 218),black
(177, 218, 180, 218),black
(180, 218, 182, 218),black
(182, 218, 184, 217),black
(184, 217, 186, 217),black
(186, 217, 188, 216),black
(188, 216, 189, 216),black
(189, 216, 192, 215),black
(192, 215, 193, 215),black
(193, 215, 195, 214),black
(195, 214, 196, 213),black
(196, 213, 199, 212),black
(199, 212, 200, 211),black
(200, 211, 201, 210),black
(201, 210, 204, 208),black
(204, 208, 205, 207),black
(205, 207, 207, 204),black
(207, 204, 209, 203),black
(209, 203, 210, 201),black
(210, 201, 212, 197),black
(212, 197, 213, 196),black
(213, 196, 213, 194),black
(213, 194, 214, 192),black
(214, 192, 215, 190),black
(215, 190, 215, 189),black
(215, 189, 215, 188),black
(215, 188, 215, 187),black
(215, 187, 213, 186),black
(213, 186, 212, 184),black
(212, 184, 211, 184),black
(211, 184, 209, 183),black
(153, 141, 153, 140),black
(153, 140, 153, 139),black
(153, 139, 153, 137),black
(153, 137, 153, 135),black
(153, 135, 152, 134),black
(152, 134, 152, 132),black
(152, 132, 151, 129),black
(151, 129, 150, 126),black
(150, 126, 150, 124),black
(150, 124, 149, 122),black
(149, 122, 148, 121),black
(148, 121, 147, 118),black
(147, 118, 145, 117),black
(145, 117, 143, 115),black
(143, 115, 142, 112),black
(142, 112, 140, 112),black
(140, 112, 136, 110),black
(136, 110, 134, 109),black
(134, 109, 132, 107),black
(132, 107, 127, 105),black
(127, 105, 124, 105),black
(124, 105, 121, 104),black
(121, 104, 115, 102),black
(115, 102, 113, 102),black
(113, 102, 110, 102),black
(110, 102, 107, 101),black
(107, 101, 106, 101),black
(106, 101, 105, 101),black
(105, 101, 103, 101),black
(103, 101, 102, 101),black
(165, 141, 165, 140),black
(165, 140, 165, 139),black
(165, 139, 165, 138),black
(165, 138, 165, 136),black
(165, 136, 165, 133),black
(165, 133, 165, 130),black
(165, 130, 165, 126),black
(165, 126, 164, 123),black
(164, 123, 163, 120),black
(163, 120, 162, 117),black
(162, 117, 162, 115),black
(162, 115, 161, 113),black
(161, 113, 161, 111),black
(161, 111, 159, 110),black
(159, 110, 158, 108),black
(158, 108, 156, 106),black
(156, 106, 154, 106),black
(154, 106, 153, 105),black
(153, 105, 150, 103),black
(150, 103, 148, 103),black
(148, 103, 147, 102),black
(147, 102, 146, 102),black
(146, 102, 144, 101),black
(144, 101, 142, 101),black
(142, 101, 141, 101),black
(141, 101, 140, 101),black
(140, 101, 139, 101),black
(147, 175, 147, 174),black
(147, 174, 148, 174),black
(148, 174, 149, 174),black
(149, 174, 150, 174),black
(150, 174, 151, 174),black
(151, 174, 150, 174),black
(150, 174, 148, 174),black
(148, 174, 147, 174),black
(147, 174, 147, 175),black
(147, 175, 146, 175),black
(146, 175, 145, 175),black
(145, 175, 146, 175),black
(146, 175, 147, 175),black
(147, 175, 148, 175),black
(148, 175, 149, 175),black
(149, 175, 149, 174),black
(149, 174, 148, 173),black
(148, 173, 147, 173),black
(147, 173, 146, 172),black
(146, 172, 146, 171),black
(146, 171, 146, 170),black
(146, 170, 147, 170),black
(147, 170, 148, 170),black
(148, 170, 149, 170),black
(149, 170, 150, 170),black
(150, 170, 149, 170),black
(149, 170, 148, 170),black
(148, 170, 149, 170),black
(149, 170, 149, 171),black
(149, 171, 149, 172),black
(149, 172, 149, 171),black
(149, 171, 149, 170),black
(149, 170, 149, 169),black
(149, 169, 149, 168),black
(212, 163, 211, 165),yellow
(211, 165, 210, 167),yellow
(210, 167, 210, 170),yellow
(210, 170, 209, 172),yellow
(209, 172, 208, 174),yellow
(208, 174, 208, 176),yellow
(208, 176, 208, 177),yellow
(208, 177, 208, 179),yellow
(208, 179, 207, 182),yellow
(207, 182, 206, 185),yellow
(206, 185, 206, 188),yellow
(206, 188, 206, 190),yellow
(206, 190, 206, 191),yellow
(206, 191, 206, 192),yellow
(206, 192, 206, 191),yellow
(206, 191, 206, 189),yellow
(206, 189, 208, 187),yellow
(208, 187, 210, 183),yellow
(210, 183, 210, 180),yellow
(210, 180, 212, 176),yellow
(212, 176, 213, 174),yellow
(213, 174, 215, 169),yellow
(215, 169, 217, 164),yellow
(217, 164, 218, 164),yellow
(218, 164, 219, 164),yellow
(219, 164, 219, 163),yellow
(219, 163, 219, 164),yellow
(219, 164, 219, 166),yellow
(219, 166, 219, 168),yellow
(219, 168, 219, 170),yellow
(219, 170, 219, 172),yellow
(219, 172, 219, 175),yellow
(219, 175, 219, 178),yellow
(219, 178, 219, 180),yellow
(219, 180, 219, 182),yellow
(219, 182, 219, 184),yellow
(219, 184, 219, 186),yellow
(219, 186, 219, 187),yellow
(219, 187, 219, 185),yellow
(219, 185, 220, 180),yellow
(220, 180, 222, 176),yellow
(222, 176, 223, 170),yellow
(223, 170, 224, 168),yellow
(224, 168, 226, 162),yellow
(226, 162, 227, 160),yellow
(227, 160, 228, 158),yellow
(228, 158, 230, 157),yellow
(230, 157, 230, 156),yellow
(230, 156, 230, 158),yellow
(230, 158, 230, 160),yellow
(230, 160, 230, 163),yellow
(230, 163, 229, 167),yellow
(229, 167, 228, 171),yellow
(228, 171, 226, 176),yellow
(226, 176, 225, 180),yellow
(225, 180, 223, 184),yellow
(223, 184, 222, 186),yellow
(222, 186, 220, 191),yellow
(220, 191, 219, 193),yellow
(219, 193, 218, 195),yellow
(218, 195, 218, 196),yellow
(249, 166, 249, 168),yellow
(249, 168, 249, 170),yellow
(249, 170, 249, 172),yellow
(249, 172, 247, 175),yellow
(247, 175, 245, 181),yellow
(245, 181, 243, 188),yellow
(243, 188, 241, 191),yellow
(241, 191, 237, 201),yellow
(237, 201, 235, 207),yellow
(235, 207, 231, 218),yellow
(231, 218, 228, 225),yellow
(228, 225, 228, 227),yellow
(228, 227, 225, 235),yellow
(225, 235, 224, 238),yellow
(224, 238, 224, 239),yellow
(224, 239, 224, 236),yellow
(224, 236, 225, 231),yellow
(225, 231, 226, 225),yellow
(226, 225, 228, 222),yellow
(228, 222, 230, 216),yellow
(230, 216, 233, 207),yellow
(233, 207, 235, 200),yellow
(235, 200, 238, 191),yellow
(238, 191, 241, 178),yellow
(241, 178, 243, 169),yellow
(243, 169, 247, 162),yellow
(247, 162, 248, 158),yellow
(248, 158, 249, 156),yellow
(249, 156, 250, 153),yellow
(250, 153, 250, 152),yellow
(250, 152, 250, 151),yellow
(250, 151, 251, 151),yellow
(251, 151, 251, 152),yellow
(251, 152, 251, 155),yellow
(251, 155, 251, 159),yellow
(251, 159, 251, 163),yellow
(251, 163, 251, 169),yellow
(251, 169, 251, 172),yellow
(251, 172, 250, 179),yellow
(250, 179, 249, 184),yellow
(249, 184, 249, 187),yellow
(249, 187, 249, 193),yellow
(249, 193, 248, 200),yellow
(248, 200, 247, 204),yellow
